# 气象站 星沙街道, 中国, WMO_ID=57687，选择从 06.06.2022 至 02.06.2023, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57687&lang=cn
#
"当地时间 星沙街道";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.04.2023 02:00";"18.2";"746.8";"757.3";"-0.8";"66";"从东南偏东方向吹来的风";"3";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"27.1";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"";"某些卷积云或伴有卷云或卷层云的卷积云，或两者皆有，但其中卷积云的量最多";"22.0";"11.8";"无降水";"12";"";"";"";"";
"01.04.2023 23:00";"19.4";"747.6";"758.1";"1.1";"62";"从东南方吹来的风";"2";"";"6";"100%.";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.6";"27.1";"";"";"2500或更高，或无云。";"";"";"20.0";"11.9";"无降水";"12";"";"";"";"";
"01.04.2023 20:00";"21.8";"746.5";"757.1";"0.6";"57";"从西北方吹来的风";"1";"";"6";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"27.1";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"透光的高层云";"没有卷云、卷积云或卷层云";"29.0";"12.9";"无降水";"12";"";"";"";"";
"01.04.2023 17:00";"26.4";"745.9";"756.4";"-1.8";"37";"从东南偏南方向吹来的风";"3";"";"6";"无云";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"27.1";"";"";"";"";"";"27.0";"10.6";"无降水";"12";"";"";"";"";
"01.04.2023 14:00";"26.3";"747.7";"758.2";"-2.5";"42";"从南方吹来的风";"2";"";"6";"10%  或者更少，但不为0";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"26.3";"";"";"2500或更高，或无云。";"";"";"25.0";"12.4";"无降水";"12";"";"";"";"";
"01.04.2023 11:00";"23.2";"750.2";"760.8";"0.1";"53";"从东南偏东方向吹来的风";"3";"";"";"无云";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"23.7";"";"";"";"";"";"22.0";"13.1";"无降水";"12";"";"";"";"";
"01.04.2023 08:00";"16.7";"750.1";"760.8";"0.9";"74";"从东南偏东方向吹来的风";"2";"";"4";"90  或者更多，但不为100%";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.2";"23.7";"";"";"2500或更高，或无云。";"";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"15.0";"12.0";"无降水";"12";"";"";"";"";
"01.04.2023 05:00";"15.1";"749.2";"759.8";"0.0";"82";"从东方吹来的风";"2";"";"4";"100%.";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.8";"23.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"13.0";"12.1";"无降水";"12";"";"";"";"";
"01.04.2023 02:00";"15.7";"749.2";"759.7";"-0.9";"81";"从东方吹来的风";"2";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"23.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"17.0";"12.5";"无降水";"12";"";"";"";"";
"31.03.2023 23:00";"16.8";"750.1";"760.7";"0.6";"74";"从北方吹来的风";"0";"";"6";"100%.";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.8";"23.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"";"没有卷云、卷积云或卷层云";"20.0";"12.1";"无降水";"12";"";"";"";"";
"31.03.2023 20:00";"19.1";"749.5";"760.2";"0.9";"68";"从西北方吹来的风";"1";"";"6";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"23.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"30.0";"13.1";"无降水";"12";"";"";"";"";
"31.03.2023 17:00";"22.2";"748.6";"759.3";"-1.5";"49";"从东方吹来的风";"2";"";"6";"90  或者更多，但不为100%";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"23.7";"积云及层积云（但不是由积云形成的层积云），其底面在不同的高度上";"";"2500或更高，或无云。";"在同一高度上的透光高积云";"没有卷云、卷积云或卷层云";"29.0";"11.0";"无降水";"12";"";"";"";"";
"31.03.2023 14:00";"22.0";"750.1";"760.9";"-2.0";"50";"从东南方吹来的风";"3";"";"6";"70 – 80%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"22.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"";"没有卷云、卷积云或卷层云";"27.0";"11.1";"无降水";"12";"";"";"";"";
"31.03.2023 11:00";"20.3";"752.1";"762.8";"-0.1";"59";"从东南方吹来的风";"2";"";"4";"70 – 80%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"20.6";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"由积云（或积雨云）形成的高积云";"浓密的卷云，呈散片状或扭曲的斜坡状，其数量通常不会增加，有时似乎只剩下积雨云的顶部；或塔状卷云，或棉絮状卷云。";"21.0";"12.0";"无降水";"12";"";"";"";"";
"31.03.2023 08:00";"11.2";"752.2";"763.0";"1.6";"98";"从西方吹来的风";"1";"";"2";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"3.0";"10.9";"无降水";"12";"";"";"";"";
"31.03.2023 05:00";"10.9";"750.6";"761.4";"-0.7";"98";"无风";"0";"";"";"";"薄雾 ";"";"";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"1.1";"10.6";"无降水";"12";"";"";"";"";
"31.03.2023 02:00";"11.0";"751.3";"762.1";"";"95";"从西北偏西方向吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"2.7";"10.2";"无降水";"12";"";"";"";"";
"30.03.2023 20:00";"16.4";"750.7";"761.5";"0.6";"72";"从南方吹来的风";"0";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"14.0";"11.3";"无降水";"12";"";"";"";"";
"30.03.2023 17:00";"18.3";"750.1";"760.9";"-0.9";"59";"从东北偏东方向吹来的风";"1";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"15.0";"10.2";"无降水";"12";"";"";"";"";
"30.03.2023 14:00";"18.5";"751.0";"761.8";"-1.7";"59";"从东北偏东方向吹来的风";"2";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"19.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"14.0";"10.3";"无降水";"12";"";"";"";"";
"30.03.2023 11:00";"17.7";"752.7";"763.5";"0.0";"61";"从西南偏西方向吹来的风";"1";"";"3";"20–30%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"17.8";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"在同一高度上的透光高积云";"没有卷云、卷积云或卷层云";"14.0";"10.1";"无降水";"12";"";"";"";"";
"30.03.2023 08:00";"10.9";"752.7";"763.6";"1.1";"97";"从北方吹来的风";"0";"";"3";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"12.8";"由积云形成的层积云";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"3.4";"10.4";"无降水";"12";"";"";"";"";
"30.03.2023 05:00";"10.3";"751.6";"762.5";"-0.9";"96";"无风";"0";"";"";"";"薄雾 ";"";"";"10.0";"12.8";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"由积云（或积雨云）形成的高积云";"没有卷云、卷积云或卷层云";"1.5";"9.7";"无降水";"12";"";"";"";"";
"30.03.2023 02:00";"10.9";"752.5";"763.5";"-1.2";"95";"从西北偏西方向吹来的风";"2";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"12.8";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"2.4";"10.1";"无降水";"12";"";"";"";"";
"29.03.2023 23:00";"11.2";"753.7";"764.6";"0.5";"96";"从西方吹来的风";"2";"";"5";"";"薄雾 ";"";"";"10.0";"12.8";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"某些卷积云或伴有卷云或卷层云的卷积云，或两者皆有，但其中卷积云的量最多";"2.1";"10.6";"无降水";"12";"";"";"";"";
"29.03.2023 20:00";"11.5";"753.2";"764.2";"0.7";"92";"从西北方吹来的风";"1";"";"5";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"13.4";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"5.0";"10.2";"0.2";"12";"";"";"";"";
"29.03.2023 17:00";"12.0";"752.5";"763.5";"-0.6";"87";"从西北偏北方向吹来的风";"2";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"9.0";"9.9";"0.3";"12";"";"";"";"";
"29.03.2023 14:00";"11.9";"753.1";"764.0";"-1.1";"91";"从西北偏西方向吹来的风";"2";"";"5";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"6.0";"10.5";"2.0";"12";"";"";"";"";
"29.03.2023 11:00";"11.5";"754.2";"765.1";"-0.1";"95";"从西方吹来的风";"1";"";"5";"100%.";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.7";"光秃秃的积雨云，有或没有积云、层积云或层云";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"3.2";"10.7";"4.0";"12";"";"";"";"";
"29.03.2023 08:00";"10.4";"754.3";"765.3";"1.1";"97";"从西方吹来的风";"1";"";"5";"100%.";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"1.8";"9.9";"3.0";"12";"";"";"";"";
"29.03.2023 05:00";"10.0";"753.2";"764.1";"-1.1";"96";"从西方吹来的风";"1";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"2.3";"9.4";"3.0";"12";"";"";"";"";
"29.03.2023 02:00";"11.1";"754.3";"765.1";"-0.4";"92";"从西北方吹来的风";"2";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"覆盖整个天空的卷层云";"4.7";"9.9";"1.0";"12";"";"";"";"";
"28.03.2023 23:00";"12.2";"754.7";"765.7";"0.2";"85";"从西南偏西方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"10.0";"9.8";"无降水";"12";"";"";"";"";
"28.03.2023 20:00";"13.4";"754.5";"765.4";"0.2";"74";"从西北偏北方向吹来的风";"1";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"13.0";"8.9";"";"";"";"";"";"";
"28.03.2023 17:00";"15.3";"754.3";"765.1";"-0.9";"61";"从北方吹来的风";"2";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.7";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"15.0";"7.8";"2.0";"12";"";"";"";"";
"28.03.2023 14:00";"15.2";"755.2";"766.0";"-1.8";"68";"从西北方吹来的风";"1";"";"4";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"15.2";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"12.0";"9.3";"2.0";"12";"";"";"";"";
"28.03.2023 11:00";"12.4";"757.0";"767.9";"0.9";"81";"从西北方吹来的风";"2";"";"4";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"13.9";"光秃秃的积雨云，有或没有积云、层积云或层云";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"8.0";"9.2";"2.0";"12";"";"";"";"";
"28.03.2023 08:00";"10.1";"756.1";"767.2";"1.1";"97";"从西方吹来的风";"2";"";"3";"100%.";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"0.9";"9.6";"2.0";"12";"";"";"";"";
"28.03.2023 05:00";"10.4";"755.0";"766.0";"-0.2";"97";"从西南偏西方向吹来的风";"2";"";"2";"";"小雨（不冻） ";"";"";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"1.2";"9.9";"无降水";"12";"";"";"";"";
"28.03.2023 02:00";"10.9";"755.2";"766.2";"-0.5";"96";"从西南偏西方向吹来的风";"1";"";"3";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"3.1";"10.3";"无降水";"12";"";"";"";"";
"27.03.2023 23:00";"11.2";"755.7";"766.6";"0.3";"95";"从西北偏西方向吹来的风";"1";"";"3";"";"薄雾 ";"";"";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"由积云（或积雨云）形成的高积云";"没有卷云、卷积云或卷层云";"3.7";"10.4";"无降水";"12";"";"";"";"";
"27.03.2023 20:00";"12.0";"755.4";"766.3";"0.5";"90";"从西方吹来的风";"1";"";"4";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"8.0";"10.4";"1.0";"12";"";"";"";"";
"27.03.2023 17:00";"13.1";"754.9";"765.8";"-0.4";"77";"从西北方吹来的风";"1";"";"4";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"13.9";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"12.0";"9.2";"2.0";"12";"";"";"";"";
"27.03.2023 14:00";"13.7";"755.3";"766.3";"-1.3";"72";"从西方吹来的风";"1";"";"5";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"15.5";"光秃秃的积雨云，有或没有积云、层积云或层云";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"13.0";"8.7";"2.0";"12";"";"";"";"";
"27.03.2023 11:00";"11.9";"756.6";"767.5";"0.7";"92";"从西北偏西方向吹来的风";"2";"";"5";"100%.";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"10.1";"15.5";"没有层积云、层云、积云或积雨云";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"5.0";"10.6";"2.0";"12";"";"";"";"";
"27.03.2023 08:00";"10.1";"755.9";"766.9";"2.2";"93";"从西南偏西方向吹来的风";"2";"";"7";"100%.";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.3";"15.5";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"4.8";"9.0";"0.7";"12";"";"";"";"";
"27.03.2023 05:00";"11.7";"753.7";"764.5";"-1.0";"71";"从西北偏西方向吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"15.5";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"14.0";"6.6";"无降水";"12";"";"";"";"";
"27.03.2023 02:00";"11.5";"754.7";"765.6";"-0.6";"74";"从西方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"15.5";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"17.0";"7.0";"0.1";"12";"";"";"";"";
"26.03.2023 23:00";"12.7";"755.3";"766.2";"0.4";"70";"从西方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"15.5";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"20.0";"7.4";"0.1";"12";"";"";"";"";
"26.03.2023 20:00";"12.9";"754.9";"765.9";"1.5";"71";"从西北偏北方向吹来的风";"4";"";"7";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"15.5";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"17.0";"7.8";"0.1";"12";"";"";"";"";
"26.03.2023 17:00";"13.5";"753.4";"764.4";"-1.0";"77";"从北方吹来的风";"2";"";"7";"100%.";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"15.5";"没有层积云、层云、积云或积雨云";"";"2500或更高，或无云。";"塔状或棉絮状高积云";"没有卷云、卷积云或卷层云";"15.0";"9.6";"0.1";"12";"";"";"";"";
"26.03.2023 14:00";"14.9";"754.4";"765.4";"-1.6";"61";"从西北方吹来的风";"2";"";"7";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"15.1";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"18.0";"7.5";"无降水";"12";"";"";"";"";
"26.03.2023 11:00";"13.7";"756.0";"767.0";"0.6";"63";"从东北方吹来的风";"3";"";"7";"70 – 80%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"14.4";"";"";"2500或更高，或无云。";"";"";"17.0";"6.8";"无降水";"12";"";"";"";"";
"26.03.2023 08:00";"8.3";"755.4";"766.4";"0.8";"88";"从西北偏西方向吹来的风";"3";"";"6";"无云";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"11.3";"";"";"";"";"";"9.0";"6.4";"无降水";"12";"";"";"";"";
"26.03.2023 05:00";"6.9";"754.6";"765.6";"-0.6";"95";"从西北偏西方向吹来的风";"2";"";"6";"";"薄雾 ";"";"";"6.9";"11.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"3.6";"6.2";"无降水";"12";"";"";"";"";
"26.03.2023 02:00";"7.1";"755.2";"766.3";"-0.4";"95";"从西方吹来的风";"1";"";"7";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.1";"11.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"3.8";"6.4";"无降水";"12";"";"";"";"";
"25.03.2023 23:00";"8.8";"755.6";"766.7";"0.9";"87";"从西北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"8.5";"11.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"由积云（或积雨云）形成的高积云";"没有卷云、卷积云或卷层云";"13.0";"6.8";"0.1";"12";"";"";"";"";
"25.03.2023 20:00";"10.2";"754.7";"765.7";"0.6";"78";"从西北偏西方向吹来的风";"1";"";"7";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"11.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"18.0";"6.4";"1.0";"12";"";"";"";"";
"25.03.2023 17:00";"11.2";"754.1";"765.1";"-0.8";"67";"从西北偏北方向吹来的风";"3";"";"9";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"11.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"不透光高层云或层雨云";"没有卷云、卷积云或卷层云";"18.0";"5.3";"2.0";"12";"";"";"";"";
"25.03.2023 14:00";"10.4";"754.9";"766.0";"-1.2";"84";"从西北方吹来的风";"3";"";"11";"100%.";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"10.4";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"13.0";"7.8";"4.0";"12";"";"";"";"";
"25.03.2023 11:00";"8.9";"756.1";"767.2";"1.1";"94";"从西北偏北方向吹来的风";"3";"";"11";"100%.";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"8.5";"9.3";"平的或破损的积云，或者两者都有，但与恶劣天气的云无关";"";"2500或更高，或无云。";"未遍布天空、双层或更多层透光或严密的高积云，或单层严密的高积云，或有高层云或层雨云的高积云";"没有卷云、卷积云或卷层云";"6.0";"8.0";"4.0";"12";"";"";"";"";
